,Gender,Customer_Type,Age,Type_of_Travel,Class,Flight_Distance,Inflight_wifi_service,Departure_Arrival_time_convenient,Ease_of_Online_booking,Gate_location,Food_and_drink,Online_boarding,Seat_comfort,Inflight_entertainment,On_board_service,Leg_room_service,Baggage_handling,Checkin_service,Inflight_service,Cleanliness,Departure_Delay_in_Minutes,Arrival_Delay_in_Minutes
28605,Male,Loyal Customer,20,Business travel,Eco Plus,358,4,2,2,2,4,4,4.0,4,5,2,5,2.0,2,4,0,0.0
28606,Female,Loyal Customer,63,Business travel,Business,599,4,4,4,4,2,4,4.0,2,2,2,2,3.0,2,5,0,0.0
28607,Female,Loyal Customer,48,Business travel,Business,1237,5,5,5,5,2,1,2.0,5,5,5,5,5.0,5,3,0,0.0
28608,Female,Loyal Customer,78,Business travel,Business,2200,1,5,5,5,1,3,4.0,1,1,1,1,3.0,1,1,0,0.0
28609,Male,Loyal Customer,38,Business travel,Business,945,4,3,3,3,2,3,4.0,4,4,4,4,1.5,4,2,0,0.0
28610,Female,Loyal Customer,66,Business travel,Business,2322,3,5,4,4,4,4,4.0,3,3,3,3,1.5,3,4,30,32.5
28611,Female,Loyal Customer,25,Business travel,Eco Plus,705,3,4,4,4,3,2,1.0,3,4,1,3,1.5,3,3,0,12.0
28612,Female,Loyal Customer,38,Business travel,Business,3302,2,1,1,1,1,4,4.0,2,2,2,2,3.0,2,2,0,0.0
28613,Female,Loyal Customer,38,Business travel,Business,101,5,5,5,5,3,2,3.0,4,4,4,5,3.0,4,2,5,9.0
28614,Female,Loyal Customer,28,Business travel,Eco,1034,4,5,5,5,4,4,4.0,4,1,5,1,3.0,1,4,10,0.0
28615,Male,Loyal Customer,39,Business travel,Eco,460,1,1,1,1,1,1,1.0,1,1,1,4,2.0,3,1,0,0.0
28616,Male,Loyal Customer,39,Business travel,Business,1306,5,5,5,5,3,4,4.0,4,4,4,4,3.0,4,4,30,32.5
28617,Female,Loyal Customer,48,Business travel,Eco,950,1,3,3,3,1,4,4.0,1,1,1,1,1.5,1,1,30,32.5
28618,Male,Loyal Customer,33,Personal Travel,Eco Plus,453,5,1,5,4,1,5,1.0,1,2,4,4,3.0,4,1,0,0.0
28619,Female,Loyal Customer,64,Business travel,Business,224,5,5,5,5,3,4,4.0,4,4,4,4,3.0,4,4,0,0.0
28620,Female,disloyal Customer,36,Business travel,Business,397,3,2,2,3,1,2,1.0,1,3,5,4,3.0,5,1,6,1.0
28621,Male,Loyal Customer,58,Business travel,Business,2269,1,1,1,1,2,5,5.0,4,4,4,4,5.0,4,5,9,1.0
28622,Male,Loyal Customer,40,Personal Travel,Eco,312,2,5,2,2,5,2,5.0,5,3,5,4,3.0,4,5,1,0.0
28623,Male,Loyal Customer,27,Business travel,Business,2902,5,5,5,5,4,4,4.0,4,3,5,4,5.0,4,4,11,27.0
28624,Male,Loyal Customer,64,Personal Travel,Eco,782,3,4,3,2,4,3,4.0,4,4,2,5,5.0,5,4,0,0.0
28625,Female,Loyal Customer,29,Personal Travel,Business,674,2,4,2,2,5,2,5.0,5,5,4,4,3.0,4,5,21,19.0
28626,Female,Loyal Customer,42,Business travel,Business,1814,1,1,1,1,5,4,4.0,4,4,4,4,3.0,4,4,30,32.5
28627,Male,Loyal Customer,22,Personal Travel,Eco,592,2,3,2,4,3,2,3.0,3,4,5,2,3.0,5,3,9,22.0
28628,Male,Loyal Customer,57,Business travel,Eco,584,4,1,1,1,4,4,4.0,4,1,4,4,1.5,1,4,0,0.0
28629,Male,disloyal Customer,39,Business travel,Business,1009,3,4,4,4,5,4,5.0,5,5,2,4,3.0,5,5,0,4.0
28630,Male,Loyal Customer,42,Business travel,Eco,1243,2,5,5,5,1,2,1.0,1,4,5,3,1.5,4,1,30,32.5
28631,Male,Loyal Customer,27,Business travel,Business,825,2,5,4,5,2,2,2.0,2,2,4,3,3.0,3,2,0,0.0
28632,Male,Loyal Customer,22,Business travel,Eco,405,3,3,1,3,3,3,1.0,3,2,3,3,4.0,2,3,0,0.0
28633,Female,Loyal Customer,53,Personal Travel,Eco,647,1,4,1,3,3,2,1.0,3,3,1,3,1.5,3,2,0,0.0
28634,Male,Loyal Customer,52,Business travel,Business,3274,2,2,1,2,4,5,4.0,5,5,5,5,4.0,5,3,0,0.0
28635,Female,Loyal Customer,59,Business travel,Business,315,2,2,2,2,3,4,4.0,5,5,5,5,3.0,5,3,0,0.0
28636,Female,Loyal Customer,53,Personal Travel,Eco,73,4,4,0,1,4,4,4.0,1,1,0,1,4.0,1,5,0,0.0
28637,Female,disloyal Customer,30,Business travel,Eco,764,2,2,2,4,3,2,3.0,3,1,1,4,4.0,3,3,26,4.0
28638,Male,Loyal Customer,52,Business travel,Eco,667,4,4,5,4,4,4,4.0,4,1,4,1,4.0,5,4,0,0.0
28639,Female,Loyal Customer,42,Business travel,Business,2475,3,3,3,3,4,4,5.0,5,5,5,5,5.0,5,4,0,0.0
28640,Male,Loyal Customer,60,Business travel,Business,3259,1,1,2,1,3,5,5.0,5,5,5,5,3.0,5,4,7,0.0
28641,Male,Loyal Customer,32,Business travel,Eco,304,1,5,5,5,1,1,1.0,1,1,3,3,1.5,4,1,16,20.0
28642,Male,Loyal Customer,31,Business travel,Eco,151,1,5,4,5,1,1,1.0,2,2,4,4,1.5,1,1,30,32.5
28643,Female,Loyal Customer,51,Business travel,Business,1961,5,5,5,5,4,5,4.0,4,4,4,4,4.0,4,5,0,0.0
28644,Female,disloyal Customer,47,Business travel,Business,783,3,3,3,2,1,3,1.0,1,3,4,4,5.0,4,1,12,9.0
28645,Male,Loyal Customer,65,Personal Travel,Eco,534,4,5,4,3,1,4,1.0,1,3,5,4,4.0,5,1,0,24.0
28646,Female,Loyal Customer,36,Business travel,Business,1475,4,4,4,4,4,4,5.0,5,5,5,5,3.0,5,5,23,12.0
28647,Male,Loyal Customer,47,Business travel,Business,3624,4,4,4,4,5,5,5.0,4,4,4,4,4.0,4,4,0,0.0
28648,Female,Loyal Customer,45,Personal Travel,Eco,859,3,2,3,4,5,3,3.0,4,4,3,4,2.0,4,4,17,0.0
28649,Female,Loyal Customer,40,Business travel,Eco,591,5,1,1,1,5,5,5.0,5,1,3,4,3.0,1,5,3,11.0
28650,Male,Loyal Customer,23,Business travel,Business,853,5,5,5,5,4,4,4.0,4,1,3,3,5.0,3,4,21,15.0
28651,Male,Loyal Customer,24,Business travel,Business,2182,3,3,3,3,4,4,4.0,4,4,3,5,4.0,4,4,0,0.0
28652,Male,disloyal Customer,15,Business travel,Business,473,3,4,3,4,4,3,4.0,4,2,3,3,2.0,3,4,0,0.0
28653,Female,Loyal Customer,7,Personal Travel,Eco,458,3,4,3,1,4,3,4.0,4,2,1,2,4.0,2,4,1,10.0
28654,Male,disloyal Customer,23,Business travel,Eco,369,2,3,2,2,5,2,5.0,5,2,5,3,3.0,3,5,1,0.0
28655,Female,disloyal Customer,28,Business travel,Eco,726,1,1,1,4,5,1,5.0,5,3,3,3,2.0,4,5,0,0.0
28656,Female,Loyal Customer,37,Personal Travel,Eco,2717,3,4,3,4,3,2,2.0,3,4,3,4,2.0,5,2,0,0.0
28657,Male,Loyal Customer,47,Business travel,Business,2088,4,4,4,4,2,5,4.0,5,5,5,5,3.0,5,3,15,7.0
28658,Female,Loyal Customer,49,Business travel,Business,1107,1,1,1,1,5,4,4.0,3,3,3,3,3.0,3,4,21,15.0
28659,Male,Loyal Customer,38,Personal Travel,Eco,296,0,2,0,2,2,0,2.0,2,4,5,3,3.0,2,2,0,6.0
28660,Male,Loyal Customer,27,Personal Travel,Eco,1069,2,4,1,4,5,1,5.0,5,5,2,4,4.0,4,5,0,0.0
28661,Female,Loyal Customer,37,Personal Travel,Eco,545,4,5,4,1,1,4,1.0,1,1,5,1,1.5,1,1,30,32.5
28662,Male,Loyal Customer,43,Business travel,Business,2718,1,1,1,1,4,4,4.0,1,1,2,1,3.0,1,3,6,0.0
28663,Male,Loyal Customer,48,Business travel,Business,2605,0,0,0,5,2,5,5.0,2,2,3,3,5.0,2,5,0,0.0
28664,Female,Loyal Customer,41,Business travel,Business,762,2,2,2,2,2,5,4.0,4,4,4,4,3.0,4,5,0,0.0
28665,Male,Loyal Customer,29,Business travel,Eco,1235,4,3,3,3,4,3,4.0,4,1,4,4,1.5,3,4,0,0.0
28666,Female,Loyal Customer,36,Business travel,Business,334,4,4,4,4,4,5,5.0,4,4,4,4,3.0,4,4,11,2.0
28667,Female,Loyal Customer,28,Business travel,Eco,629,4,2,2,2,4,4,4.0,4,2,1,3,1.5,3,4,30,32.5
28668,Male,Loyal Customer,16,Personal Travel,Eco,451,1,5,1,1,5,1,4.0,5,3,2,5,2.0,1,5,0,0.0
28669,Female,Loyal Customer,45,Personal Travel,Eco,300,3,4,3,2,2,5,4.0,1,1,3,1,3.0,1,4,3,5.0
28670,Female,Loyal Customer,45,Business travel,Business,2904,2,5,4,5,5,2,1.0,2,2,2,2,1.5,2,2,0,16.0
28671,Male,Loyal Customer,52,Business travel,Business,3382,4,4,4,4,4,4,5.0,5,5,5,5,3.0,5,5,18,32.5
28672,Male,Loyal Customer,46,Business travel,Eco,872,2,1,1,1,3,2,3.0,3,2,4,4,4.0,4,3,30,32.0
28673,Male,Loyal Customer,53,Business travel,Eco Plus,296,4,5,5,5,4,4,4.0,4,4,4,4,3.0,4,4,13,11.0
28674,Male,Loyal Customer,24,Personal Travel,Eco Plus,299,4,5,4,5,3,4,4.0,3,5,5,4,5.0,5,3,10,11.0
28675,Female,Loyal Customer,37,Personal Travel,Eco,463,5,5,5,2,1,5,1.0,1,1,4,2,4.0,3,1,0,0.0
28676,Male,Loyal Customer,60,Business travel,Business,2949,2,2,2,2,4,4,4.0,5,5,5,5,4.0,5,5,8,11.0
28677,Male,Loyal Customer,41,Personal Travel,Eco,1034,2,5,2,4,2,2,1.0,2,3,5,4,5.0,4,2,30,32.5
28678,Male,Loyal Customer,13,Business travel,Eco,502,3,4,4,4,3,3,1.0,3,3,3,4,3.0,3,3,23,29.0
28679,Female,Loyal Customer,35,Business travel,Eco Plus,298,3,5,4,4,3,3,3.0,3,4,5,4,2.0,3,3,25,23.0
28680,Male,Loyal Customer,42,Business travel,Business,265,1,3,3,3,3,1,1.0,1,1,1,1,4.0,1,1,30,32.5
28681,Male,Loyal Customer,44,Business travel,Eco,290,4,5,5,5,4,4,4.0,4,3,3,1,3.0,3,4,0,0.0
28682,Male,disloyal Customer,34,Business travel,Business,2425,4,4,4,3,5,4,5.0,5,4,5,5,3.0,4,5,0,0.0
28683,Female,Loyal Customer,38,Business travel,Business,954,2,2,2,2,2,3,1.0,4,4,4,4,2.0,4,4,3,0.0
28684,Male,Loyal Customer,44,Business travel,Eco,86,4,4,4,4,4,4,4.0,4,2,2,4,5.0,4,4,15,18.0
28685,Male,Loyal Customer,42,Business travel,Business,802,3,3,2,3,5,5,5.0,5,5,5,5,4.0,5,5,4,0.0
28686,Female,Loyal Customer,61,Personal Travel,Business,802,2,5,1,2,4,4,5.0,3,3,1,3,5.0,3,4,0,0.0
28687,Female,disloyal Customer,22,Business travel,Eco,257,2,0,2,5,3,2,4.0,3,1,1,2,1.5,5,3,10,3.0
28688,Female,Loyal Customer,56,Business travel,Business,1608,1,1,1,1,2,4,4.0,5,5,4,5,3.0,5,5,30,32.5
28689,Female,Loyal Customer,20,Personal Travel,Eco,528,2,5,2,2,3,2,1.0,3,1,5,4,5.0,5,3,0,0.0
28690,Male,Loyal Customer,11,Personal Travel,Eco,964,3,3,2,3,5,2,5.0,5,4,1,3,3.0,3,5,14,0.0
28691,Female,disloyal Customer,45,Business travel,Business,480,1,1,1,4,4,1,2.0,4,4,4,4,3.0,4,4,30,32.5
28692,Female,Loyal Customer,58,Personal Travel,Eco,1197,2,3,2,4,2,4,1.0,3,3,2,3,5.0,3,1,5,0.0
28693,Male,disloyal Customer,25,Business travel,Business,1061,2,0,2,5,1,2,1.0,1,4,3,4,4.0,4,1,11,0.0
28694,Female,disloyal Customer,26,Business travel,Eco,692,2,2,2,3,1,2,1.0,1,2,4,3,4.0,3,1,0,0.0
28695,Male,Loyal Customer,47,Business travel,Business,1701,1,1,2,1,5,5,5.0,3,3,4,3,5.0,3,5,27,28.0
28696,Female,disloyal Customer,41,Business travel,Eco,1440,3,3,3,3,3,3,3.0,3,3,5,4,2.0,3,3,9,0.0
28697,Female,Loyal Customer,53,Business travel,Business,3739,2,4,4,4,4,2,2.0,2,2,2,2,1.5,2,4,1,19.0
28698,Male,Loyal Customer,57,Personal Travel,Eco,363,5,5,5,3,5,5,5.0,5,3,4,5,5.0,4,5,0,0.0
28699,Male,Loyal Customer,59,Business travel,Eco,1205,4,3,3,3,4,4,4.0,4,4,3,2,1.5,2,4,4,0.0
28700,Male,Loyal Customer,50,Business travel,Business,2934,2,2,4,2,5,1,2.0,4,4,4,4,1.5,4,5,30,24.0
28701,Male,Loyal Customer,36,Personal Travel,Eco,320,3,5,1,3,3,1,3.0,3,5,5,2,2.0,5,3,0,9.0
28702,Male,disloyal Customer,24,Business travel,Eco,629,3,2,3,4,4,3,4.0,4,3,5,4,3.0,3,4,23,2.0
28703,Male,Loyal Customer,51,Personal Travel,Eco,296,2,4,1,1,4,1,4.0,4,3,5,5,2.0,3,4,0,0.0
28704,Male,Loyal Customer,45,Business travel,Business,1744,1,3,3,3,3,3,2.0,3,3,3,1,3.0,3,2,0,0.0
28705,Female,disloyal Customer,80,Business travel,Eco,181,3,4,3,3,1,3,1.0,1,1,5,3,4.0,3,1,0,0.0
28706,Female,disloyal Customer,25,Business travel,Eco,1235,2,2,2,3,2,2,2.0,2,3,1,5,5.0,5,2,3,1.0
28707,Female,Loyal Customer,37,Business travel,Eco,493,5,3,2,2,5,5,5.0,5,3,5,1,2.0,4,5,0,0.0
28708,Male,Loyal Customer,47,Business travel,Eco Plus,641,4,4,4,4,4,4,4.0,4,5,3,4,4.0,2,4,30,32.5
28709,Male,Loyal Customer,27,Business travel,Eco,347,2,1,2,1,2,2,2.0,2,2,5,3,1.5,4,2,8,0.0
28710,Female,Loyal Customer,56,Business travel,Business,3386,0,5,0,2,3,5,5.0,1,1,1,1,4.0,1,5,0,2.0
28711,Male,Loyal Customer,25,Personal Travel,Eco,1062,2,4,2,2,5,2,1.0,5,4,4,5,5.0,5,5,30,32.5
28712,Female,Loyal Customer,60,Business travel,Business,209,0,3,0,2,4,2,5.0,3,3,3,3,5.0,3,5,25,18.0
28713,Female,Loyal Customer,31,Business travel,Business,3676,5,5,5,5,5,5,5.0,5,5,3,5,4.0,5,5,0,0.0
28714,Female,Loyal Customer,34,Business travel,Business,1074,4,4,4,4,3,3,3.0,3,3,4,3,1.5,3,2,15,14.0
28715,Male,Loyal Customer,54,Personal Travel,Eco,1242,1,5,1,2,1,1,1.0,1,4,4,5,4.0,4,1,24,19.0
28716,Male,disloyal Customer,20,Business travel,Eco,342,4,0,4,3,3,4,3.0,3,3,5,5,4.0,5,3,0,0.0
28717,Female,Loyal Customer,37,Personal Travel,Business,2075,4,2,4,4,1,2,3.0,4,4,4,4,4.0,4,2,2,0.0
28718,Female,Loyal Customer,17,Personal Travel,Eco Plus,1073,1,4,1,1,2,1,2.0,2,5,5,5,3.0,4,2,2,0.0
28719,Male,disloyal Customer,38,Business travel,Business,265,1,1,1,3,1,1,1.0,1,3,5,4,3.0,4,1,0,0.0
28720,Female,Loyal Customer,77,Business travel,Business,226,3,4,4,4,1,3,4.0,3,3,3,3,1.5,3,1,10,15.0
28721,Female,Loyal Customer,33,Business travel,Business,1561,1,1,1,1,1,5,3.0,4,4,4,3,5.0,4,2,0,0.0
28722,Female,Loyal Customer,39,Business travel,Business,2617,3,4,2,4,4,3,2.0,3,3,3,3,1.5,3,4,0,0.0
28723,Female,disloyal Customer,37,Business travel,Eco Plus,373,4,4,4,4,3,4,3.0,3,4,4,1,1.5,1,3,0,0.0
28724,Female,Loyal Customer,35,Business travel,Business,2008,1,1,4,1,5,4,2.0,4,4,4,5,3.0,4,1,0,0.0
28725,Female,Loyal Customer,47,Business travel,Business,3739,3,4,3,3,5,5,4.0,5,5,5,5,3.0,5,4,0,9.0
28726,Female,Loyal Customer,42,Business travel,Business,862,2,2,2,2,4,5,4.0,4,4,4,4,4.0,4,5,0,0.0
28727,Male,Loyal Customer,49,Business travel,Eco,590,2,2,2,2,2,2,2.0,2,4,1,3,2.0,4,2,0,0.0
28728,Male,Loyal Customer,44,Personal Travel,Eco,762,3,3,3,3,1,3,1.0,1,3,4,2,1.5,3,1,30,32.5
28729,Male,Loyal Customer,50,Business travel,Business,3524,3,3,3,3,2,4,5.0,5,5,5,5,5.0,5,3,2,0.0
28730,Male,Loyal Customer,24,Personal Travel,Eco,629,1,4,1,3,3,1,3.0,3,3,5,5,4.0,5,3,0,1.0
28731,Female,Loyal Customer,43,Business travel,Business,395,4,4,3,4,3,5,4.0,5,5,5,5,3.0,5,3,30,24.0
28732,Male,Loyal Customer,45,Business travel,Business,1757,4,2,2,2,5,3,4.0,4,4,4,4,4.0,4,4,30,21.0
28733,Female,Loyal Customer,66,Personal Travel,Eco,842,2,4,1,4,3,4,4.0,5,5,1,5,5.0,5,4,30,32.5
28734,Male,Loyal Customer,29,Personal Travel,Eco,519,1,4,2,2,4,2,4.0,4,5,4,5,4.0,5,4,0,0.0
28735,Male,Loyal Customer,10,Personal Travel,Eco,1183,3,5,4,5,1,4,1.0,1,3,2,5,5.0,4,1,0,0.0
28736,Female,Loyal Customer,25,Business travel,Business,1599,2,1,1,1,2,2,2.0,2,2,3,4,2.0,4,2,0,0.0
28737,Male,Loyal Customer,14,Personal Travel,Eco Plus,1303,1,5,1,1,4,1,4.0,4,3,5,3,3.0,4,4,0,0.0
28738,Male,Loyal Customer,67,Business travel,Eco,483,4,3,3,3,4,4,4.0,4,2,1,4,4.0,3,4,6,3.0
28739,Female,disloyal Customer,25,Business travel,Business,870,5,0,5,1,3,5,3.0,3,5,4,4,4.0,5,3,0,2.0
28740,Female,Loyal Customer,40,Business travel,Business,868,1,1,1,1,3,5,4.0,4,4,4,4,5.0,4,3,2,4.0
28741,Female,Loyal Customer,53,Business travel,Business,1183,2,2,2,2,3,5,4.0,5,5,5,5,4.0,5,5,0,0.0
28742,Male,Loyal Customer,40,Business travel,Business,1605,4,4,4,4,5,5,5.0,4,3,5,4,5.0,3,5,30,32.5
28743,Female,Loyal Customer,7,Personal Travel,Eco,1208,2,2,2,4,4,2,4.0,4,4,2,4,1.5,4,4,3,4.0
28744,Male,Loyal Customer,37,Business travel,Eco,341,4,2,2,2,4,4,4.0,4,3,3,5,3.0,1,4,0,0.0
28745,Female,Loyal Customer,23,Business travel,Business,907,1,4,4,4,1,1,1.0,4,2,4,4,1.5,2,1,30,32.5
28746,Female,disloyal Customer,23,Business travel,Business,163,4,3,4,3,4,4,1.0,4,4,4,4,3.0,4,4,30,24.0
28747,Male,Loyal Customer,51,Personal Travel,Eco,416,2,4,2,4,4,2,1.0,4,4,4,2,4.0,3,4,0,0.0
28748,Female,Loyal Customer,62,Business travel,Business,674,1,4,1,1,1,2,3.0,4,4,4,4,2.0,4,3,0,0.0
28749,Female,disloyal Customer,17,Business travel,Eco,731,4,5,5,2,2,4,2.0,2,2,5,5,4.0,2,2,0,0.0
28750,Female,Loyal Customer,49,Business travel,Eco Plus,583,3,3,3,3,5,3,4.0,3,3,3,3,1.5,3,3,0,2.0
28751,Female,Loyal Customer,42,Business travel,Business,2704,4,5,5,5,3,4,3.0,4,4,4,4,4.0,4,4,0,2.0
28752,Female,Loyal Customer,17,Business travel,Eco,964,1,1,1,1,1,1,1.0,4,3,3,3,1.5,2,1,30,32.5
28753,Female,disloyal Customer,18,Business travel,Eco,580,2,4,2,3,2,2,2.0,2,2,2,3,4.0,4,2,30,30.0
28754,Female,Loyal Customer,18,Personal Travel,Eco,630,2,2,2,2,1,2,4.0,1,3,3,2,1.5,2,1,0,0.0
28755,Male,disloyal Customer,34,Business travel,Business,337,2,2,2,2,4,2,4.0,4,5,5,5,3.0,4,4,0,0.0
28756,Female,Loyal Customer,65,Personal Travel,Eco,1024,2,1,2,2,3,2,1.0,3,3,2,3,1.5,3,1,8,0.0
28757,Female,Loyal Customer,43,Personal Travel,Eco,971,3,4,3,4,3,5,4.0,3,3,3,4,5.0,3,3,0,0.0
28758,Male,Loyal Customer,45,Personal Travel,Eco,993,2,4,2,4,2,2,2.0,2,4,3,4,4.0,4,2,0,0.0
28759,Female,Loyal Customer,62,Business travel,Eco,471,3,4,4,4,1,3,2.0,3,3,3,3,4.0,3,4,26,32.5
28760,Female,Loyal Customer,36,Business travel,Eco,580,2,4,4,4,2,2,2.0,2,4,2,2,1.5,3,2,1,0.0
28761,Male,disloyal Customer,27,Business travel,Business,507,2,2,2,1,5,2,5.0,5,3,2,5,4.0,4,5,0,0.0
28762,Female,Loyal Customer,18,Personal Travel,Eco,480,1,3,1,3,5,1,5.0,5,1,2,3,3.0,4,5,1,0.0
28763,Male,Loyal Customer,17,Personal Travel,Eco,1009,2,5,2,3,4,2,4.0,4,4,4,4,4.0,5,4,4,0.0
28764,Male,Loyal Customer,28,Business travel,Eco Plus,679,4,1,1,1,4,4,4.0,4,4,5,2,4.0,2,4,30,32.5
28765,Male,Loyal Customer,32,Business travel,Business,2353,2,2,2,2,4,4,4.0,4,4,4,4,3.0,4,4,2,0.0
28766,Male,Loyal Customer,27,Business travel,Eco Plus,316,3,5,5,5,3,3,3.0,3,1,5,4,3.0,3,3,0,5.0
28767,Male,disloyal Customer,22,Business travel,Eco,868,3,3,3,5,2,3,2.0,2,4,3,5,3.0,5,2,0,0.0
28768,Male,disloyal Customer,26,Business travel,Business,1744,5,5,5,1,3,0,3.0,3,3,2,4,4.0,5,3,0,0.0
28769,Female,Loyal Customer,50,Business travel,Business,2873,5,5,5,5,4,4,4.0,4,4,4,4,5.0,4,4,0,0.0
28770,Female,Loyal Customer,55,Personal Travel,Eco,484,3,0,3,4,5,4,5.0,5,5,3,5,4.0,5,3,0,0.0
28771,Female,disloyal Customer,40,Business travel,Business,427,4,4,4,4,2,4,3.0,2,4,2,4,1.5,4,2,1,0.0
28772,Female,Loyal Customer,69,Personal Travel,Eco,507,2,4,2,2,4,5,5.0,4,4,2,1,4.0,4,5,0,0.0
28773,Female,disloyal Customer,30,Business travel,Eco,356,2,4,2,3,2,2,5.0,2,2,1,3,2.0,4,2,0,10.0
28774,Female,Loyal Customer,14,Personal Travel,Eco,109,2,5,2,3,5,2,5.0,5,3,3,4,2.0,5,5,0,0.0
28775,Female,disloyal Customer,30,Business travel,Eco,846,3,3,3,4,2,3,2.0,2,2,1,3,2.0,3,2,11,0.0
28776,Female,Loyal Customer,28,Business travel,Business,562,3,3,3,3,3,3,3.0,3,2,2,3,3.0,3,3,8,3.0
28777,Female,Loyal Customer,69,Business travel,Eco,370,1,2,2,2,2,2,2.0,1,1,1,1,4.0,1,4,1,8.0
28778,Female,Loyal Customer,46,Business travel,Business,1737,5,5,5,5,3,4,4.0,5,5,5,5,4.0,5,4,0,0.0
28779,Female,Loyal Customer,23,Business travel,Eco,1024,5,2,2,2,5,5,3.0,5,5,5,4,2.0,5,5,0,0.0
28780,Male,Loyal Customer,15,Personal Travel,Eco,874,1,0,1,4,4,1,4.0,4,3,4,2,3.0,1,4,0,0.0
28781,Female,disloyal Customer,47,Business travel,Eco Plus,491,3,3,3,3,2,3,5.0,2,1,5,3,4.0,3,2,0,0.0
28782,Male,Loyal Customer,52,Personal Travel,Business,1182,2,4,2,3,3,3,4.0,4,4,2,4,4.0,4,4,0,8.0
28783,Male,Loyal Customer,16,Personal Travel,Eco,216,3,0,3,4,1,3,1.0,1,3,4,5,4.0,5,1,1,0.0
28784,Female,Loyal Customer,65,Personal Travel,Eco,544,3,2,3,3,1,3,3.0,4,4,3,4,4.0,4,2,9,0.0
28785,Male,Loyal Customer,33,Personal Travel,Eco,300,3,4,3,1,3,5,5.0,3,4,5,5,5.0,4,5,30,32.5
28786,Male,Loyal Customer,31,Personal Travel,Eco,399,3,5,3,3,3,3,3.0,3,3,2,4,3.0,4,3,0,0.0
28787,Female,Loyal Customer,41,Business travel,Business,3050,4,4,4,4,5,5,5.0,4,4,4,4,4.0,4,3,8,0.0
28788,Male,Loyal Customer,47,Business travel,Business,289,0,0,0,3,5,4,5.0,3,3,3,3,5.0,3,3,0,0.0
28789,Female,Loyal Customer,43,Business travel,Business,3565,3,3,3,3,2,5,1.0,3,3,3,3,4.0,3,1,30,32.5
28790,Male,Loyal Customer,63,Business travel,Eco,679,2,1,1,1,2,2,2.0,2,1,3,2,4.0,2,2,0,0.0
28791,Female,disloyal Customer,49,Business travel,Eco,1013,1,1,1,4,3,1,3.0,3,1,5,3,3.0,3,3,30,32.5
28792,Male,Loyal Customer,44,Business travel,Business,1736,1,1,4,1,5,5,5.0,5,5,5,5,4.0,5,5,0,0.0
28793,Male,Loyal Customer,50,Business travel,Business,2246,5,5,5,5,3,4,5.0,4,4,4,4,5.0,4,4,23,16.0
28794,Male,Loyal Customer,59,Business travel,Business,1919,3,3,3,3,2,5,5.0,2,2,2,2,5.0,2,5,30,32.5
28795,Male,Loyal Customer,12,Personal Travel,Eco,395,2,2,2,4,3,2,3.0,3,4,3,3,4.0,3,3,30,32.5
28796,Female,disloyal Customer,36,Business travel,Business,430,3,3,3,4,5,3,5.0,5,5,4,4,4.0,4,5,0,0.0
28797,Male,Loyal Customer,22,Business travel,Business,2510,3,1,2,1,3,3,3.0,3,2,3,3,3.0,3,3,30,32.5
28798,Male,Loyal Customer,47,Personal Travel,Eco,227,3,1,3,2,5,3,5.0,5,2,2,2,3.0,3,5,0,4.0
28799,Female,Loyal Customer,31,Personal Travel,Eco,925,1,5,1,3,5,1,5.0,5,3,4,5,3.0,4,5,30,32.5
28800,Male,Loyal Customer,48,Business travel,Eco,1013,2,5,5,5,2,2,2.0,2,1,2,3,4.0,4,2,30,32.5
28801,Female,Loyal Customer,11,Personal Travel,Eco,551,2,3,2,1,4,2,4.0,4,2,4,2,2.0,3,4,0,0.0
28802,Female,Loyal Customer,45,Business travel,Business,2240,3,4,4,4,1,2,3.0,3,3,3,3,1.5,3,4,0,0.0
28803,Female,Loyal Customer,22,Business travel,Business,1645,2,3,3,3,2,2,2.0,2,2,1,4,3.0,4,2,0,0.0
28804,Female,Loyal Customer,35,Business travel,Business,416,3,2,2,2,3,4,3.0,3,3,3,3,2.0,3,4,0,13.0
28805,Female,Loyal Customer,49,Business travel,Eco,668,3,4,4,4,3,4,3.0,3,3,3,3,3.0,3,2,0,0.0
28806,Female,Loyal Customer,54,Personal Travel,Eco,983,3,1,2,3,2,4,4.0,5,5,2,5,1.5,5,4,0,0.0
28807,Female,Loyal Customer,28,Business travel,Business,528,5,5,5,5,2,2,2.0,2,3,4,4,5.0,4,2,0,1.0
28808,Female,disloyal Customer,31,Business travel,Eco,933,1,0,0,3,2,0,2.0,2,4,4,3,3.0,2,2,0,0.0
28809,Female,Loyal Customer,12,Personal Travel,Eco Plus,260,1,3,1,3,4,1,4.0,4,3,1,2,1.5,5,4,0,3.0
28810,Male,Loyal Customer,66,Personal Travel,Business,919,4,4,4,1,3,5,4.0,1,1,4,1,4.0,1,3,30,32.5
28811,Female,Loyal Customer,39,Business travel,Eco,395,5,5,5,5,5,5,5.0,5,2,4,3,3.0,1,5,0,0.0
28812,Female,Loyal Customer,79,Business travel,Eco Plus,913,4,4,4,4,1,3,5.0,4,4,4,4,1.5,4,2,0,0.0
28813,Male,Loyal Customer,35,Business travel,Business,1703,4,4,4,4,5,4,4.0,4,4,4,4,3.0,4,3,7,0.0
28814,Male,Loyal Customer,60,Business travel,Business,248,0,0,0,1,5,4,5.0,1,1,1,1,3.0,1,4,0,5.0
